id	rate
35541	0.81188201592
35543	0.863372290651
35544	0.853465727372
1333013	0.649955166209
35546	0.927126995926
35547	0.951178563163
59943	0.897240610123
59940	0.950812971708
48828	0.668775052496
59944	0.833970560634
59945	0.887821494515
48810	0.83229015072
47735	1.02369738542
24	0.759820193712
24411	0.936540323069
24412	0.898631749732
1333024	0.731800438647
11110	0.844002582097
R59	0.85321188593
R35	0.850335332256
47705	0.791937734716
35535	0.765828266989
35537	0.791415441589
35531	0.973616477902
35530	0.924448713247
35533	1.00283962475
35532	0.855987091056
48826	1.057769159
48825	0.764224762294
35539	0.804180005824
48821	0.939556629958
48820	1.13380722076
59	0.770563821699
13310	0.794934288767
11105	0.805722798152
24465	0.729824865398
35557	0.970983611034
24462	0.714726822497
24468	0.723599672594
3550524	0.769989139323
47715	0.911872790754
47710	0.757323466411
35527	0.935191455083
35522	0.865990398645
35521	0.752643294966
48830	0.800905420814
48831	1.15266664301
48832	1.02792605284
48833	0.844193035284
48835	0.779376369344
35528	0.801930043271
35529	0.777914072261
01	0.792641825806
R12	0.793480070023
R13	0.776400597201
R10	0.759258032312
R11	0.915536427639
13305	0.728056112992
R47	1.0689055376
13329	0.761661107521
59977	0.879356923257
59975	0.956517302497
R46	1.07474171076
59970	0.840057698093
R62	0.740188423922
59915	0.748460503594
24410	0.851281773365
35598	0.998955956663
12220	0.899761349714
59913	0.875672072399
3550535	0.746246838374
35590	0.751598758647
59918	0.857569664024
35595	0.743762361341
35512	0.807104892788
3550235	0.741885525009
35516	0.919980392486
35515	0.793405513064
4884048	1.13384488351
48845	1.02554888696
13330	0.636617610484
48840	1.03199341886
35	0.803155594551
24442	0.718531620326
R61	0.819252490073
24440	0.805090419484
24447	0.838822933014
59965	0.86285221043
24444	0.762681398099
59905	0.953811154897
60	0.737062172364
61	0.763429696377
62	0.740188423922
13320	0.741889129981
35505	0.753076169983
13328	0.664654358262
35501	0.839876550608
35502	0.819380362609
48850	0.88318370932
24459	0.818233222283
R60	0.692692062238
24454	0.747644136297
24456	0.778669044106
24450	0.830256694605
24452	0.730386922634
59933	0.70669345381
59932	0.939451458188
59930	1.03837953867
59937	0.881963284563
59935	0.665094112054
59934	0.954757364501
59939	0.890207973669
59938	0.734363367149
35571	0.849843674877
10010	0.663406888854
35575	0.770375801725
10015	0.64469354279
11	0.856218700061
10	0.712030553716
13	0.760475034517
12	0.739645981652
48860	0.689791363621
48865	0.944482391644
35584	0.883391136963
24428	0.876167442181
35586	0.766764654919
12225	0.743058210245
35580	0.797782990453
35582	0.829714133449
24421	0.718887569739
4884047	0.905897468958
59950	0.89849628837
R48	1.03953231015
10005	0.891315549374
10001	0.663004866331
46605	1.11752652355
59925	0.734692726001
46607	1.02924115736
59920	0.938840209549
46602	0.756212977169
35568	0.877090865419
35569	0.818335829038
13335	0.808219580144
35562	0.806704720484
35566	0.842177470701
35567	0.900300613748
61995	0.735525836113
48	0.841371762735
46640	1.09066372276
46	0.861581489707
47	0.898699651041
47745	0.940633833457
12210	0.747010477112
12215	0.85395198149
24433	0.777984945587
24430	0.84096699401
24437	0.990903722349
47725	0.769711321851
35556	0.908325219363
35555	0.761973227744
35553	0.830274879998
47720	1.02277298819
35550	0.79425354858
60990	0.747634768574
59952	0.866090593782
59955	1.10984943861
35559	0.815363929758
48805	0.970713133024
48806	0.99323810276
24485	0.800555563199
24481	0.809159290517
24480	0.855322875071
24406	0.813760344446
24405	0.75844019354
24404	0.663992811536
24403	0.665147075666
24408	0.778452723486
47750	1.02010358981
46610	0.80086563814
12205	0.675703479914
R24	0.859586407893
